ID,Severity,Start_Time,End_Time,City,State,Temperature(F),Weather_Condition,Visibility(mi),Humidity(%),Wind_Speed(mph)
A5364,1,2021-08-12 12:00:00,2021-08-12 13:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5365,2,2021-08-12 13:00:00,2021-08-12 14:00:00,New York,NY,70,Clear,10.0,50,5.0
A5366,3,2021-08-12 14:00:00,2021-08-12 15:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5367,2,2021-08-12 15:00:00,2021-08-12 16:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5368,4,2021-08-12 16:00:00,2021-08-12 17:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5369,1,2021-08-12 17:00:00,2021-08-12 18:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5370,2,2021-08-12 18:00:00,2021-08-12 19:00:00,New York,NY,70,Clear,10.0,50,5.0
A5371,3,2021-08-12 19:00:00,2021-08-12 20:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5372,2,2021-08-12 20:00:00,2021-08-12 21:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5373,4,2021-08-12 21:00:00,2021-08-12 22:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5374,1,2021-08-12 22:00:00,2021-08-12 23:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5375,2,2021-08-12 23:00:00,2021-08-13 00:00:00,New York,NY,70,Clear,10.0,50,5.0
A5376,3,2021-08-13 00:00:00,2021-08-13 01:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5377,2,2021-08-13 01:00:00,2021-08-13 02:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5378,4,2021-08-13 02:00:00,2021-08-13 03:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5379,1,2021-08-13 03:00:00,2021-08-13 04:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5380,2,2021-08-13 04:00:00,2021-08-13 05:00:00,New York,NY,70,Clear,10.0,50,5.0
A5381,3,2021-08-13 05:00:00,2021-08-13 06:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5382,2,2021-08-13 06:00:00,2021-08-13 07:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5383,4,2021-08-13 07:00:00,2021-08-13 08:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5384,1,2021-08-13 08:00:00,2021-08-13 09:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5385,2,2021-08-13 09:00:00,2021-08-13 10:00:00,New York,NY,70,Clear,10.0,50,5.0
A5386,3,2021-08-13 10:00:00,2021-08-13 11:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5387,2,2021-08-13 11:00:00,2021-08-13 12:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5388,4,2021-08-13 12:00:00,2021-08-13 13:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5389,1,2021-08-13 13:00:00,2021-08-13 14:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5390,2,2021-08-13 14:00:00,2021-08-13 15:00:00,New York,NY,70,Clear,10.0,50,5.0
A5391,3,2021-08-13 15:00:00,2021-08-13 16:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5392,2,2021-08-13 16:00:00,2021-08-13 17:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5393,4,2021-08-13 17:00:00,2021-08-13 18:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5394,1,2021-08-13 18:00:00,2021-08-13 19:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5395,2,2021-08-13 19:00:00,2021-08-13 20:00:00,New York,NY,70,Clear,10.0,50,5.0
A5396,3,2021-08-13 20:00:00,2021-08-13 21:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5397,2,2021-08-13 21:00:00,2021-08-13 22:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5398,4,2021-08-13 22:00:00,2021-08-13 23:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5399,1,2021-08-13 23:00:00,2021-08-14 00:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5400,2,2021-08-14 00:00:00,2021-08-14 01:00:00,New York,NY,70,Clear,10.0,50,5.0
A5401,3,2021-08-14 01:00:00,2021-08-14 02:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5402,2,2021-08-14 02:00:00,2021-08-14 03:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5403,4,2021-08-14 03:00:00,2021-08-14 04:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5404,1,2021-08-14 04:00:00,2021-08-14 05:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5405,2,2021-08-14 05:00:00,2021-08-14 06:00:00,New York,NY,70,Clear,10.0,50,5.0
A5406,3,2021-08-14 06:00:00,2021-08-14 07:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5407,2,2021-08-14 07:00:00,2021-08-14 08:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5408,4,2021-08-14 08:00:00,2021-08-14 09:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5409,1,2021-08-14 09:00:00,2021-08-14 10:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5410,2,2021-08-14 10:00:00,2021-08-14 11:00:00,New York,NY,70,Clear,10.0,50,5.0
A5411,3,2021-08-14 11:00:00,2021-08-14 12:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5412,2,2021-08-14 12:00:00,2021-08-14 13:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5413,4,2021-08-14 13:00:00,2021-08-14 14:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5414,1,2021-08-14 14:00:00,2021-08-14 15:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5415,2,2021-08-14 15:00:00,2021-08-14 16:00:00,New York,NY,70,Clear,10.0,50,5.0
A5416,3,2021-08-14 16:00:00,2021-08-14 17:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5417,2,2021-08-14 17:00:00,2021-08-14 18:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5418,4,2021-08-14 18:00:00,2021-08-14 19:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5419,1,2021-08-14 19:00:00,2021-08-14 20:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5420,2,2021-08-14 20:00:00,2021-08-14 21:00:00,New York,NY,70,Clear,10.0,50,5.0
A5421,3,2021-08-14 21:00:00,2021-08-14 22:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5422,2,2021-08-14 22:00:00,2021-08-14 23:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5423,4,2021-08-14 23:00:00,2021-08-15 00:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5424,1,2021-08-15 00:00:00,2021-08-15 01:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5425,2,2021-08-15 01:00:00,2021-08-15 02:00:00,New York,NY,70,Clear,10.0,50,5.0
A5426,3,2021-08-15 02:00:00,2021-08-15 03:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5427,2,2021-08-15 03:00:00,2021-08-15 04:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5428,4,2021-08-15 04:00:00,2021-08-15 05:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5429,1,2021-08-15 05:00:00,2021-08-15 06:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5430,2,2021-08-15 06:00:00,2021-08-15 07:00:00,New York,NY,70,Clear,10.0,50,5.0
A5431,3,2021-08-15 07:00:00,2021-08-15 08:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5432,2,2021-08-15 08:00:00,2021-08-15 09:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5433,4,2021-08-15 09:00:00,2021-08-15 10:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5434,1,2021-08-15 10:00:00,2021-08-15 11:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5435,2,2021-08-15 11:00:00,2021-08-15 12:00:00,New York,NY,70,Clear,10.0,50,5.0
A5436,3,2021-08-15 12:00:00,2021-08-15 13:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5437,2,2021-08-15 13:00:00,2021-08-15 14:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5438,4,2021-08-15 14:00:00,2021-08-15 15:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5439,1,2021-08-15 15:00:00,2021-08-15 16:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5440,2,2021-08-15 16:00:00,2021-08-15 17:00:00,New York,NY,70,Clear,10.0,50,5.0
A5441,3,2021-08-15 17:00:00,2021-08-15 18:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5442,2,2021-08-15 18:00:00,2021-08-15 19:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5443,4,2021-08-15 19:00:00,2021-08-15 20:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5444,1,2021-08-15 20:00:00,2021-08-15 21:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5445,2,2021-08-15 21:00:00,2021-08-15 22:00:00,New York,NY,70,Clear,10.0,50,5.0
A5446,3,2021-08-15 22:00:00,2021-08-15 23:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5447,2,2021-08-15 23:00:00,2021-08-16 00:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5448,4,2021-08-16 00:00:00,2021-08-16 01:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5449,1,2021-08-16 01:00:00,2021-08-16 02:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5450,2,2021-08-16 02:00:00,2021-08-16 03:00:00,New York,NY,70,Clear,10.0,50,5.0
A5451,3,2021-08-16 03:00:00,2021-08-16 04:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5452,2,2021-08-16 04:00:00,2021-08-16 05:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5453,4,2021-08-16 05:00:00,2021-08-16 06:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5454,1,2021-08-16 06:00:00,2021-08-16 07:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5455,2,2021-08-16 07:00:00,2021-08-16 08:00:00,New York,NY,70,Clear,10.0,50,5.0
A5456,3,2021-08-16 08:00:00,2021-08-16 09:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5457,2,2021-08-16 09:00:00,2021-08-16 10:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5458,4,2021-08-16 10:00:00,2021-08-16 11:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5459,1,2021-08-16 11:00:00,2021-08-16 12:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5460,2,2021-08-16 12:00:00,2021-08-16 13:00:00,New York,NY,70,Clear,10.0,50,5.0
A5461,3,2021-08-16 13:00:00,2021-08-16 14:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5462,2,2021-08-16 14:00:00,2021-08-16 15:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5463,4,2021-08-16 15:00:00,2021-08-16 16:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5464,1,2021-08-16 16:00:00,2021-08-16 17:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5465,2,2021-08-16 17:00:00,2021-08-16 18:00:00,New York,NY,70,Clear,10.0,50,5.0
A5466,3,2021-08-16 18:00:00,2021-08-16 19:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5467,2,2021-08-16 19:00:00,2021-08-16 20:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5468,4,2021-08-16 20:00:00,2021-08-16 21:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5469,1,2021-08-16 21:00:00,2021-08-16 22:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5470,2,2021-08-16 22:00:00,2021-08-16 23:00:00,New York,NY,70,Clear,10.0,50,5.0
A5471,3,2021-08-16 23:00:00,2021-08-17 00:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5472,2,2021-08-17 00:00:00,2021-08-17 01:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5473,4,2021-08-17 01:00:00,2021-08-17 02:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5474,1,2021-08-17 02:00:00,2021-08-17 03:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5475,2,2021-08-17 03:00:00,2021-08-17 04:00:00,New York,NY,70,Clear,10.0,50,5.0
A5476,3,2021-08-17 04:00:00,2021-08-17 05:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5477,2,2021-08-17 05:00:00,2021-08-17 06:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5478,4,2021-08-17 06:00:00,2021-08-17 07:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5479,1,2021-08-17 07:00:00,2021-08-17 08:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5480,2,2021-08-17 08:00:00,2021-08-17 09:00:00,New York,NY,70,Clear,10.0,50,5.0
A5481,3,2021-08-17 09:00:00,2021-08-17 10:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5482,2,2021-08-17 10:00:00,2021-08-17 11:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5483,4,2021-08-17 11:00:00,2021-08-17 12:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5484,1,2021-08-17 12:00:00,2021-08-17 13:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5485,2,2021-08-17 13:00:00,2021-08-17 14:00:00,New York,NY,70,Clear,10.0,50,5.0
A5486,3,2021-08-17 14:00:00,2021-08-17 15:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5487,2,2021-08-17 15:00:00,2021-08-17 16:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5488,4,2021-08-17 16:00:00,2021-08-17 17:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5489,1,2021-08-17 17:00:00,2021-08-17 18:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5490,2,2021-08-17 18:00:00,2021-08-17 19:00:00,New York,NY,70,Clear,10.0,50,5.0
A5491,3,2021-08-17 19:00:00,2021-08-17 20:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5492,2,2021-08-17 20:00:00,2021-08-17 21:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5493,4,2021-08-17 21:00:00,2021-08-17 22:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5494,1,2021-08-17 22:00:00,2021-08-17 23:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5495,2,2021-08-17 23:00:00,2021-08-18 00:00:00,New York,NY,70,Clear,10.0,50,5.0
A5496,3,2021-08-18 00:00:00,2021-08-18 01:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5497,2,2021-08-18 01:00:00,2021-08-18 02:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5498,4,2021-08-18 02:00:00,2021-08-18 03:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5499,1,2021-08-18 03:00:00,2021-08-18 04:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5500,2,2021-08-18 04:00:00,2021-08-18 05:00:00,New York,NY,70,Clear,10.0,50,5.0
A5501,3,2021-08-18 05:00:00,2021-08-18 06:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5502,2,2021-08-18 06:00:00,2021-08-18 07:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5503,4,2021-08-18 07:00:00,2021-08-18 08:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5504,1,2021-08-18 08:00:00,2021-08-18 09:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5505,2,2021-08-18 09:00:00,2021-08-18 10:00:00,New York,NY,70,Clear,10.0,50,5.0
A5506,3,2021-08-18 10:00:00,2021-08-18 11:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5507,2,2021-08-18 11:00:00,2021-08-18 12:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5508,4,2021-08-18 12:00:00,2021-08-18 13:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5509,1,2021-08-18 13:00:00,2021-08-18 14:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5510,2,2021-08-18 14:00:00,2021-08-18 15:00:00,New York,NY,70,Clear,10.0,50,5.0
A5511,3,2021-08-18 15:00:00,2021-08-18 16:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5512,2,2021-08-18 16:00:00,2021-08-18 17:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5513,4,2021-08-18 17:00:00,2021-08-18 18:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5514,1,2021-08-18 18:00:00,2021-08-18 19:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5515,2,2021-08-18 19:00:00,2021-08-18 20:00:00,New York,NY,70,Clear,10.0,50,5.0
A5516,3,2021-08-18 20:00:00,2021-08-18 21:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5517,2,2021-08-18 21:00:00,2021-08-18 22:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5518,4,2021-08-18 22:00:00,2021-08-18 23:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5519,1,2021-08-18 23:00:00,2021-08-19 00:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5520,2,2021-08-19 00:00:00,2021-08-19 01:00:00,New York,NY,70,Clear,10.0,50,5.0
A5521,3,2021-08-19 01:00:00,2021-08-19 02:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5522,2,2021-08-19 02:00:00,2021-08-19 03:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5523,4,2021-08-19 03:00:00,2021-08-19 04:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5524,1,2021-08-19 04:00:00,2021-08-19 05:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5525,2,2021-08-19 05:00:00,2021-08-19 06:00:00,New York,NY,70,Clear,10.0,50,5.0
A5526,3,2021-08-19 06:00:00,2021-08-19 07:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5527,2,2021-08-19 07:00:00,2021-08-19 08:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5528,4,2021-08-19 08:00:00,2021-08-19 09:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5529,1,2021-08-19 09:00:00,2021-08-19 10:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5530,2,2021-08-19 10:00:00,2021-08-19 11:00:00,New York,NY,70,Clear,10.0,50,5.0
A5531,3,2021-08-19 11:00:00,2021-08-19 12:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5532,2,2021-08-19 12:00:00,2021-08-19 13:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5533,4,2021-08-19 13:00:00,2021-08-19 14:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5534,1,2021-08-19 14:00:00,2021-08-19 15:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5535,2,2021-08-19 15:00:00,2021-08-19 16:00:00,New York,NY,70,Clear,10.0,50,5.0
A5536,3,2021-08-19 16:00:00,2021-08-19 17:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5537,2,2021-08-19 17:00:00,2021-08-19 18:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5538,4,2021-08-19 18:00:00,2021-08-19 19:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5539,1,2021-08-19 19:00:00,2021-08-19 20:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5540,2,2021-08-19 20:00:00,2021-08-19 21:00:00,New York,NY,70,Clear,10.0,50,5.0
A5541,3,2021-08-19 21:00:00,2021-08-19 22:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5542,2,2021-08-19 22:00:00,2021-08-19 23:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5543,4,2021-08-19 23:00:00,2021-08-20 00:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5544,1,2021-08-20 00:00:00,2021-08-20 01:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5545,2,2021-08-20 01:00:00,2021-08-20 02:00:00,New York,NY,70,Clear,10.0,50,5.0
A5546,3,2021-08-20 02:00:00,2021-08-20 03:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5547,2,2021-08-20 03:00:00,2021-08-20 04:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5548,4,2021-08-20 04:00:00,2021-08-20 05:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5549,1,2021-08-20 05:00:00,2021-08-20 06:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5550,2,2021-08-20 06:00:00,2021-08-20 07:00:00,New York,NY,70,Clear,10.0,50,5.0
A5551,3,2021-08-20 07:00:00,2021-08-20 08:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5552,2,2021-08-20 08:00:00,2021-08-20 09:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5553,4,2021-08-20 09:00:00,2021-08-20 10:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5554,1,2021-08-20 10:00:00,2021-08-20 11:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5555,2,2021-08-20 11:00:00,2021-08-20 12:00:00,New York,NY,70,Clear,10.0,50,5.0
A5556,3,2021-08-20 12:00:00,2021-08-20 13:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5557,2,2021-08-20 13:00:00,2021-08-20 14:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5558,4,2021-08-20 14:00:00,2021-08-20 15:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5559,1,2021-08-20 15:00:00,2021-08-20 16:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5560,2,2021-08-20 16:00:00,2021-08-20 17:00:00,New York,NY,70,Clear,10.0,50,5.0
A5561,3,2021-08-20 17:00:00,2021-08-20 18:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5562,2,2021-08-20 18:00:00,2021-08-20 19:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5563,4,2021-08-20 19:00:00,2021-08-20 20:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5564,1,2021-08-20 20:00:00,2021-08-20 21:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5565,2,2021-08-20 21:00:00,2021-08-20 22:00:00,New York,NY,70,Clear,10.0,50,5.0
A5566,3,2021-08-20 22:00:00,2021-08-20 23:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5567,2,2021-08-20 23:00:00,2021-08-21 00:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5568,4,2021-08-21 00:00:00,2021-08-21 01:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5569,1,2021-08-21 01:00:00,2021-08-21 02:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5570,2,2021-08-21 02:00:00,2021-08-21 03:00:00,New York,NY,70,Clear,10.0,50,5.0
A5571,3,2021-08-21 03:00:00,2021-08-21 04:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5572,2,2021-08-21 04:00:00,2021-08-21 05:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5573,4,2021-08-21 05:00:00,2021-08-21 06:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5574,1,2021-08-21 06:00:00,2021-08-21 07:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5575,2,2021-08-21 07:00:00,2021-08-21 08:00:00,New York,NY,70,Clear,10.0,50,5.0
A5576,3,2021-08-21 08:00:00,2021-08-21 09:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5577,2,2021-08-21 09:00:00,2021-08-21 10:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5578,4,2021-08-21 10:00:00,2021-08-21 11:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5579,1,2021-08-21 11:00:00,2021-08-21 12:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5580,2,2021-08-21 12:00:00,2021-08-21 13:00:00,New York,NY,70,Clear,10.0,50,5.0
A5581,3,2021-08-21 13:00:00,2021-08-21 14:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5582,2,2021-08-21 14:00:00,2021-08-21 15:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5583,4,2021-08-21 15:00:00,2021-08-21 16:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5584,1,2021-08-21 16:00:00,2021-08-21 17:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5585,2,2021-08-21 17:00:00,2021-08-21 18:00:00,New York,NY,70,Clear,10.0,50,5.0
A5586,3,2021-08-21 18:00:00,2021-08-21 19:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5587,2,2021-08-21 19:00:00,2021-08-21 20:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5588,4,2021-08-21 20:00:00,2021-08-21 21:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5589,1,2021-08-21 21:00:00,2021-08-21 22:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5590,2,2021-08-21 22:00:00,2021-08-21 23:00:00,New York,NY,70,Clear,10.0,50,5.0
A5591,3,2021-08-21 23:00:00,2021-08-22 00:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5592,2,2021-08-22 00:00:00,2021-08-22 01:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5593,4,2021-08-22 01:00:00,2021-08-22 02:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5594,1,2021-08-22 02:00:00,2021-08-22 03:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5595,2,2021-08-22 03:00:00,2021-08-22 04:00:00,New York,NY,70,Clear,10.0,50,5.0
A5596,3,2021-08-22 04:00:00,2021-08-22 05:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5597,2,2021-08-22 05:00:00,2021-08-22 06:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5598,4,2021-08-22 06:00:00,2021-08-22 07:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5599,1,2021-08-22 07:00:00,2021-08-22 08:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5600,2,2021-08-22 08:00:00,2021-08-22 09:00:00,New York,NY,70,Clear,10.0,50,5.0
A5601,3,2021-08-22 09:00:00,2021-08-22 10:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5602,2,2021-08-22 10:00:00,2021-08-22 11:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5603,4,2021-08-22 11:00:00,2021-08-22 12:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5604,1,2021-08-22 12:00:00,2021-08-22 13:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A5605,2,2021-08-22 13:00:00,2021-08-22 14:00:00,New York,NY,70,Clear,10.0,50,5.0
A5606,3,2021-08-22 14:00:00,2021-08-22 15:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A5607,2,2021-08-22 15:00:00,2021-08-22 16:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A5608,4,2021-08-22 16:00:00,2021-08-22 17:00:00,Houston,TX,80,Fog,8.0,80,6.0
A5609,1,2021-08-22 17:00:00,2021-08-22 18:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
